250 atoms
2 atom types

Masses

1 28.085
2 12.011

Atoms

167 1 13.077 4.359 22.668 # 28.085
168 2 15.256499999999999 6.5385 22.668 # 12.011
169 1 13.077 4.359 30.224 # 28.085
170 2 15.256499999999999 6.5385 30.224 # 12.011
171 1 13.077 8.718 0.0 # 28.085
172 2 15.256499999999999 10.8975 0.0 # 12.011
173 1 13.077 8.718 7.556 # 28.085
174 2 15.256499999999999 10.8975 7.556 # 12.011
175 1 13.077 8.718 15.112 # 28.085
176 2 15.256499999999999 10.8975 15.112 # 12.011
177 1 13.077 8.718 22.668 # 28.085
178 2 15.256499999999999 10.8975 22.668 # 12.011
179 1 13.077 8.718 30.224 # 28.085
180 2 15.256499999999999 10.8975 30.224 # 12.011
181 1 13.077 13.077 0.0 # 28.085
182 2 15.256499999999999 15.256499999999999 0.0 # 12.011
183 1 13.077 13.077 7.556 # 28.085
184 2 15.256499999999999 15.256499999999999 7.556 # 12.011
185 1 13.077 13.077 15.112 # 28.085
186 2 15.256499999999999 15.256499999999999 15.112 # 12.011
187 1 13.077 13.077 22.668 # 28.085
188 2 15.256499999999999 15.256499999999999 22.668 # 12.011
189 1 13.077 13.077 30.224 # 28.085
190 2 15.256499999999999 15.256499999999999 30.224 # 12.011
191 1 13.077 17.436 0.0 # 28.085
192 2 15.256499999999999 19.6155 0.0 # 12.011
193 1 13.077 17.436 7.556 # 28.085
194 2 15.256499999999999 19.6155 7.556 # 12.011
195 1 13.077 17.436 15.112 # 28.085
196 2 15.256499999999999 19.6155 15.112 # 12.011
197 1 13.077 17.436 22.668 # 28.085
198 2 15.256499999999999 19.6155 22.668 # 12.011
199 1 13.077 17.436 30.224 # 28.085
200 2 15.256499999999999 19.6155 30.224 # 12.011
201 1 17.436 0.0 0.0 # 28.085
202 2 19.6155 2.1795 0.0 # 12.011
203 1 17.436 0.0 7.556 # 28.085
204 2 19.6155 2.1795 7.556 # 12.011
205 1 17.436 0.0 15.112 # 28.085
206 2 19.6155 2.1795 15.112 # 12.011
207 1 17.436 0.0 22.668 # 28.085
208 2 19.6155 2.1795 22.668 # 12.011
209 1 17.436 0.0 30.224 # 28.085
210 2 19.6155 2.1795 30.224 # 12.011
211 1 17.436 4.359 0.0 # 28.085
212 2 19.6155 6.5385 0.0 # 12.011
213 1 17.436 4.359 7.556 # 28.085
214 2 19.6155 6.5385 7.556 # 12.011
215 1 17.436 4.359 15.112 # 28.085
216 2 19.6155 6.5385 15.112 # 12.011
217 1 17.436 4.359 22.668 # 28.085
218 2 19.6155 6.5385 22.668 # 12.011
219 1 17.436 4.359 30.224 # 28.085
220 2 19.6155 6.5385 30.224 # 12.011
221 1 17.436 8.718 0.0 # 28.085
222 2 19.6155 10.8975 0.0 # 12.011
223 1 17.436 8.718 7.556 # 28.085
224 2 19.6155 10.8975 7.556 # 12.011
225 1 17.436 8.718 15.112 # 28.085
226 2 19.6155 10.8975 15.112 # 12.011
227 1 17.436 8.718 22.668 # 28.085
228 2 19.6155 10.8975 22.668 # 12.011
229 1 17.436 8.718 30.224 # 28.085
230 2 19.6155 10.8975 30.224 # 12.011
231 1 17.436 13.077 0.0 # 28.085
232 2 19.6155 15.256499999999999 0.0 # 12.011
233 1 17.436 13.077 7.556 # 28.085
234 2 19.6155 15.256499999999999 7.556 # 12.011
235 1 17.436 13.077 15.112 # 28.085
236 2 19.6155 15.256499999999999 15.112 # 12.011
237 1 17.436 13.077 22.668 # 28.085
238 2 19.6155 15.256499999999999 22.668 # 12.011
239 1 17.436 13.077 30.224 # 28.085
240 2 19.6155 15.256499999999999 30.224 # 12.011
241 1 17.436 17.436 0.0 # 28.085
242 2 19.6155 19.6155 0.0 # 12.011
243 1 17.436 17.436 7.556 # 28.085
244 2 19.6155 19.6155 7.556 # 12.011
245 1 17.436 17.436 15.112 # 28.085
246 2 19.6155 19.6155 15.112 # 12.011
247 1 17.436 17.436 22.668 # 28.085
248 2 19.6155 19.6155 22.668 # 12.011
249 1 17.436 17.436 30.224 # 28.085
250 2 19.6155 19.6155 30.224 # 12.011
